room_type_num,longitude,latitude,availability_365,minimum_nights,number_of_reviews,neigh_num,price
1,-73.96902,40.79957,0,2,0,200,5.0106352940962555
1,-73.95581,40.80256,90,2,11,94,4.605170185988092
1,-73.91693,40.7785,0,1,5,54,4.007333185232471
0,-74.00292,40.75204,9,1,0,34,5.857933154483459
1,-73.93312,40.70683,0,2,2,212,3.9318256327243257
0,-73.95915,40.76257,273,30,1,199,5.517452896464707
0,-74.03164,40.63936,4,5,2,7,4.59511985013459
1,-73.94036,40.71311,303,2,1,212,4.174387269895637
0,-74.00544,40.71684,342,30,0,195,5.857933154483459
0,-73.98631,40.7612,26,4,12,189,5.991464547107982
1,-73.89817,40.64963,37,4,8,30,4.174387269895637
0,-73.96094,40.65507,0,3,1,158,4.867534450455582
0,-73.97186,40.74419,335,29,1,136,5.231108616854587
0,-73.98617,40.72695,336,3,78,64,5.298317366548036
0,-73.96266,40.58001,303,1,51,23,4.382026634673881
0,-73.97947,40.79202,0,1,0,200,5.1647859739235145
0,-73.99978,40.74783,336,1,1,34,5.3612921657094255
0,-73.92031,40.80906,168,1,9,133,5.0106352940962555
0,-73.95406,40.72673,0,2,1,91,5.1647859739235145
1,-73.93195,40.85078,185,1,7,204,5.0106352940962555
1,-73.9866,40.74677,268,1,13,126,4.605170185988092
0,-73.95564,40.67772,328,2,7,51,5.627621113690637
1,-73.92663,40.66925,64,2,81,51,4.174387269895637
0,-73.94358,40.68536,237,2,75,13,5.19295685089021
0,-73.95402,40.71186,14,2,24,212,4.969813299576001
1,-73.98984,40.72832,177,1,0,64,5.19295685089021
0,-74.0011,40.68559,106,3,6,45,4.867534450455582
0,-73.94316,40.74881,24,3,1,116,4.867534450455582
1,-74.00166,40.72607,9,1,152,176,4.553876891600541
0,-73.94171,40.84202,50,7,4,204,4.68213122712422
1,-73.94951,40.77768,55,2,39,199,4.605170185988092
0,-73.99878,40.74183,104,2,10,34,5.857933154483459
1,-73.92901,40.77221,0,1,0,4,3.912023005428146
1,-73.99357,40.64189,364,5,5,20,4.0943445622221
0,-73.99371,40.69551,8,7,1,25,4.941642422609304
1,-73.76832,40.68692,174,2,74,183,4.174387269895637
1,-73.95737,40.73404,193,31,10,91,3.912023005428146
0,-74.00012,40.74443,179,3,35,34,6.476972362889683
1,-73.96237,40.71002,70,2,71,212,4.820281565605037
0,-73.88932,40.67549,343,3,68,63,4.499809670330265
0,-73.98516,40.74642,24,3,108,126,5.393627546352362
1,-73.94277,40.65986,97,1,5,158,4.48863636973214
1,-73.97071,40.62402,0,1,1,127,3.912023005428146
0,-73.98661,40.7151,1,3,49,118,5.19295685089021
0,-73.9941,40.75233,357,30,0,34,5.556828061699537
0,-73.91981,40.68515,105,14,33,13,4.867534450455582
1,-73.99558,40.75393,354,7,12,95,4.007333185232471
0,-73.99044,40.5738,0,2,2,49,4.605170185988092
1,-73.92678,40.70759,0,2,189,212,4.59511985013459
1,-73.82104,40.75889,342,1,39,77,4.48863636973214
1,-73.95646,40.67295,0,1,4,51,4.04305126783455
1,-73.94164,40.7132,15,2,75,212,4.23410650459726
0,-73.9358,40.6844,89,2,51,13,4.8283137373023015
0,-73.99658,40.75122,200,3,88,34,5.3706380281276624
1,-73.92682,40.7012,0,3,0,28,3.912023005428146
1,-73.82233,40.76068,312,2,19,77,4.189654742026425
1,-73.94126,40.66225,125,1,20,158,4.30406509320417
1,-74.00384,40.7187,0,1,2,195,4.672828834461906
1,-73.85781,40.74666,164,1,6,50,3.912023005428146
1,-73.98279,40.72146,1,1,0,64,4.605170185988092
1,-73.98773,40.66736,268,2,141,180,4.941642422609304
0,-73.94028,40.68371,233,2,88,13,4.787491742782046
1,-73.97636,40.7846,24,3,0,200,4.499809670330265
1,-73.922,40.67203,0,2,18,51,3.8066624897703196
1,-73.91145,40.70384,0,7,0,164,3.6888794541139363
0,-73.92356,40.81133,14,5,13,133,4.605170185988092
0,-73.98043,40.7305,238,1,150,186,5.075173815233827
0,-73.99358,40.68486,0,3,1,31,5.298317366548036
0,-74.00438,40.74072,11,7,11,34,5.298317366548036
0,-73.99347,40.75819,287,29,3,95,5.0106352940962555
0,-73.98074,40.77655,0,3,9,200,5.298317366548036
0,-73.93564,40.69887,53,6,9,28,4.31748811353631
1,-73.92728,40.70366,28,3,0,28,4.430816798843313
0,-73.98527,40.6688,0,6,0,150,4.653960350157523
0,-73.99963,40.73434,59,2,11,207,5.438079308923196
0,-73.95372,40.66318,220,1,2,158,5.298317366548036
0,-73.91742,40.75566,27,1,1,4,4.442651256490317
1,-73.98631,40.72921,0,1,1,64,4.941642422609304
0,-73.93354,40.8552,35,1,150,204,4.382026634673881
0,-73.97038,40.80193,0,2,18,200,5.521460917862246
1,-73.76621,40.70348,365,1,71,183,4.007333185232471
1,-73.95702,40.7179,0,21,1,212,4.276666119016055
0,-73.98297,40.73247,6,2,47,86,5.278114659230517
1,-73.97209,40.68431,157,1,9,80,4.174387269895637
0,-73.95464,40.67068,66,1,0,51,4.976733742420574
1,-73.91354,40.70295,0,1,1,28,3.6375861597263857
1,-73.90874,40.70476,359,1,142,164,4.07753744390572
1,-73.94045,40.68813,0,2,4,13,3.8501476017100584
1,-73.95312,40.71792,89,28,1,212,6.214608098422191
0,-73.99756,40.72095,27,1,1,144,7.090076835776092
0,-73.95585,40.77179,2,5,48,199,4.8283137373023015
1,-73.90993,40.77673,229,2,8,54,3.6888794541139363
0,-73.94854,40.70998,124,2,110,212,5.41610040220442
1,-74.00074,40.72913,0,1,32,92,4.31748811353631
1,-73.94829,40.69545,188,7,8,13,3.912023005428146
1,-73.94135,40.72472,0,1,1,91,4.0943445622221
1,-73.95837,40.68724,189,5,1,13,4.442651256490317
1,-73.98769,40.72235,0,1,1,118,4.31748811353631
1,-73.93755,40.8236,0,2,70,94,4.23410650459726
0,-73.9777,40.76352,358,4,9,126,5.765191102784844
0,-73.85486,40.74725,281,3,10,50,5.883322388488279
0,-73.94644,40.82161,8,1,4,94,4.941642422609304
0,-73.97968,40.73988,0,2,2,111,6.1092475827643655
0,-73.93706,40.71515,0,3,2,212,5.0106352940962555
0,-73.9967,40.72278,252,2,244,144,5.41610040220442
1,-73.93592,40.6966,0,4,0,13,4.605170185988092
0,-73.98078,40.72962,338,30,4,64,4.787491742782046
1,-73.93455,40.66663,50,3,2,51,4.0943445622221
0,-73.98807,40.73138,179,2,28,64,4.8283137373023015
0,-74.00073,40.72405,89,1,0,176,5.267858159063328
0,-73.96722,40.75565,219,3,45,126,5.225746673713202
1,-73.93434,40.79668,155,1,7,61,4.820281565605037
0,-73.92693,40.86585,0,4,16,102,4.382026634673881
1,-73.96939,40.75861,0,1,0,126,4.700480365792417
1,-73.96503,40.80556,0,5,0,129,3.912023005428146
0,-73.95155,40.78332,21,10,0,199,4.605170185988092
1,-73.98245,40.6747,300,3,270,150,4.8283137373023015
0,-74.00967,40.6494,21,3,1,188,4.276666119016055
0,-73.94965,40.64701,236,2,65,60,5.272999558563747
0,-73.97969,40.72666,11,2,15,64,4.875197323201151
1,-73.96539,40.67762,0,2,4,157,4.31748811353631
0,-73.91616,40.68899,358,2,0,28,5.857933154483459
0,-73.95478,40.72034,0,2,18,91,4.90527477843843
1,-73.89364,40.75061,1,1,50,103,4.007333185232471
1,-73.95461,40.67219,339,30,18,51,4.859812404361672
1,-73.92274,40.70844,0,2,5,28,4.605170185988092
1,-73.92202,40.77567,358,7,3,54,4.499809670330265
1,-73.98327,40.72166,157,3,3,64,4.605170185988092
0,-73.98411,40.72415,0,1,13,64,4.852030263919617
1,-73.97003,40.69593,0,1,0,41,4.31748811353631
1,-73.74057,40.65376,0,7,1,169,4.248495242049359
0,-73.94399,40.71273,26,30,16,212,4.418840607796598
1,-73.97797,40.72608,14,3,1,64,4.653960350157523
1,-73.98727,40.71846,0,2,2,118,5.0106352940962555
0,-74.00463,40.72347,34,1,3,176,5.459585514144159
1,-74.00375,40.7277,275,2,8,176,4.382026634673881
1,-73.92256,40.68791,92,2,61,13,3.8066624897703196
0,-73.98392,40.73045,232,4,8,64,5.293304824724492
0,-73.98815,40.776,312,30,7,200,5.703782474656201
1,-73.97631,40.72607,241,1,67,64,4.553876891600541
0,-73.95827,40.76236,215,30,9,199,5.768320995793772
1,-73.9209,40.70495,73,1,202,28,3.6109179126442243
0,-73.96181,40.71113,9,3,1,212,5.19295685089021
1,-73.94371,40.82875,0,2,0,94,4.219507705176107
0,-73.96431,40.71162,50,4,4,212,5.41610040220442
0,-74.1107,40.57856,333,3,11,88,4.276666119016055
1,-73.99261,40.71427,111,1,49,35,4.51085950651685
0,-73.95738,40.76911,365,30,0,199,5.298317366548036
1,-73.95061,40.82634,179,1,18,94,4.382026634673881
0,-73.97627,40.78461,228,1,152,200,5.10594547390058
0,-74.00279,40.7252,0,4,25,176,5.247024072160486
0,-73.92803,40.69136,0,2,8,13,5.43372200355424
1,-74.0289,40.63504,189,1,7,7,4.174387269895637
0,-73.9816,40.76447,4,1,0,126,6.733401891837359
0,-73.94805,40.72104,6,5,77,91,5.616771097666572
1,-73.95071,40.71042,0,2,0,212,3.8918202981106265
1,-73.9412,40.6609,58,1,12,158,4.007333185232471
1,-73.98486,40.72329,200,2,182,64,4.2626798770413155
0,-73.94545,40.82296,101,2,38,94,5.298317366548036
0,-73.97912,40.778,34,2,117,200,5.298317366548036
0,-73.96264,40.71657,0,2,179,212,5.10594547390058
0,-74.00205,40.74999,41,2,8,34,5.272999558563747
1,-73.94906,40.74523,0,2,3,116,3.912023005428146
0,-73.95208,40.77625,0,5,36,199,4.8283137373023015
0,-73.97556,40.74839,365,30,0,136,4.709530201312334
1,-73.98458,40.73652,249,4,0,86,4.74493212836325
0,-73.9981,40.76045,365,30,1,95,5.476463551931511
0,-73.92295,40.69368,179,1,189,28,4.700480365792417
1,-73.91303,40.696,307,4,17,28,4.04305126783455
1,-73.95793,40.8014,0,2,12,94,4.605170185988092
0,-73.93964,40.80964,0,2,2,61,4.23410650459726
0,-73.83345,40.84934,351,3,28,152,4.77912349311153
0,-73.91599,40.88579,338,7,2,165,5.521460917862246
0,-73.97514,40.68912,0,2,2,80,5.616771097666572
0,-74.02463,40.63321,67,21,0,7,4.787491742782046
1,-73.92951,40.68825,344,3,103,13,4.442651256490317
1,-73.94951,40.7451,0,1,5,116,4.31748811353631
1,-73.91701,40.68003,7,4,10,13,3.912023005428146
0,-73.94055,40.74622,0,4,2,116,4.605170185988092
1,-73.93698,40.66566,0,2,7,51,3.5553480614894135
0,-73.96422,40.75935,341,30,0,126,4.90527477843843
0,-73.9415,40.80617,156,1,161,61,4.74493212836325
0,-73.93857,40.71415,0,1,5,212,4.553876891600541
0,-73.98126,40.74148,146,30,40,111,5.236441962829949
0,-73.95431,40.68303,295,3,58,13,4.867534450455582
1,-73.99108,40.72342,0,1,0,118,4.770684624465665
1,-73.95954,40.64299,109,2,8,74,3.8066624897703196
1,-74.0039,40.65306,294,1,34,188,4.0943445622221
0,-73.92125,40.68994,0,2,3,28,4.605170185988092
1,-73.93925,40.8229,180,1,14,94,4.174387269895637
1,-73.9672,40.76096,0,5,0,126,4.787491742782046
0,-73.99594,40.68047,228,1,178,31,5.342334251964811
0,-73.98875,40.73499,286,3,7,86,6.907755278982137
0,-73.95258,40.70857,25,6,3,212,4.700480365792417
0,-74.0101,40.73591,365,1,0,207,6.620073206530356
1,-73.98765,40.76535,31,12,2,95,4.867534450455582
1,-73.94384,40.70528,0,1,0,212,4.0943445622221
1,-73.94952,40.70818,0,2,4,212,4.02535169073515
0,-74.00653,40.71659,1,30,0,195,5.961005339623274
1,-73.98003,40.74406,0,3,7,111,4.59511985013459
1,-73.96975,40.75212,326,30,0,126,4.406719247264253
0,-73.96224,40.75803,283,30,0,126,5.857933154483459
1,-73.92119,40.70011,0,5,1,28,3.6888794541139363
1,-73.93732,40.70092,9,1,26,28,3.912023005428146
1,-73.92594,40.8686,64,2,6,102,3.8066624897703196
0,-73.98971,40.66748,8,4,6,180,5.2574953720277815
0,-73.98205,40.6765,0,4,0,150,4.605170185988092
0,-73.92421,40.69369,0,10,3,28,4.787491742782046
1,-73.96242,40.70854,258,2,122,212,4.442651256490317
0,-73.78919,40.67819,177,1,0,104,4.0943445622221
1,-73.97639,40.7872,0,2,0,200,4.382026634673881
1,-73.93151,40.70272,0,1,14,28,4.605170185988092
0,-73.92945,40.70092,0,1,1,28,4.553876891600541
1,-73.83203,40.75539,2,1,20,77,3.912023005428146
1,-73.97421,40.73304,365,60,0,186,4.406719247264253
1,-73.95237,40.68568,0,3,1,13,3.6375861597263857
1,-73.99712,40.74104,12,1,33,34,4.605170185988092
0,-73.91538,40.68663,156,30,7,28,4.430816798843313
1,-73.91208,40.7644,0,1,2,4,4.174387269895637
0,-73.98602,40.68572,0,3,6,19,4.74493212836325
0,-73.99182,40.7189,228,3,117,118,4.8283137373023015
1,-73.94845,40.71887,0,1,0,212,4.174387269895637
0,-73.97827,40.6669,0,2,1,150,5.521460917862246
0,-73.9914,40.68353,0,2,13,31,5.241747015059643
0,-73.98769,40.72013,349,1,0,118,5.459585514144159
0,-74.01069,40.70598,315,2,1,73,5.402677381872279
0,-73.95223,40.80063,327,30,3,94,5.298317366548036
1,-73.90628,40.67916,170,1,9,52,4.04305126783455
1,-73.98638,40.72981,310,30,0,64,4.007333185232471
0,-73.98783,40.73241,4,3,41,64,4.787491742782046
0,-73.97086,40.7507,365,30,0,126,5.1647859739235145
0,-73.98039,40.66724,174,4,2,150,6.551080335043404
1,-73.99011,40.75981,241,1,79,95,4.653960350157523
1,-73.93909,40.70044,0,1,1,28,4.007333185232471
0,-73.94953,40.70778,0,4,7,212,4.8283137373023015
0,-73.97981,40.66835,0,5,2,150,4.859812404361672
1,-73.92167,40.69078,364,1,109,28,4.248495242049359
1,-73.95396,40.66882,0,1,1,51,4.382026634673881
0,-74.00621,40.73418,0,9,0,207,5.19295685089021
1,-73.91381,40.68778,0,3,1,28,4.787491742782046
1,-73.87785,40.67283,365,1,35,63,3.912023005428146
2,-73.95292,40.67814,363,1,0,51,5.003946305945459
1,-73.95035,40.68921,361,30,26,13,4.174387269895637
0,-73.97773,40.67574,0,5,48,150,4.700480365792417
0,-73.99096,40.7623,42,4,27,95,5.147494476813453
1,-73.90303,40.71104,104,2,7,164,4.174387269895637
0,-73.96264,40.68346,0,1,2,41,5.857933154483459
1,-73.93944,40.67387,311,4,1,51,4.007333185232471
1,-73.95892,40.57974,0,1,5,23,4.007333185232471
1,-73.9326,40.67169,93,3,28,51,3.912023005428146
0,-73.99235,40.76245,339,30,4,95,5.075173815233827
0,-73.99047,40.71614,0,2,0,35,5.298317366548036
0,-73.97605,40.74409,214,30,0,111,5.736572297479192
1,-73.99338,40.63244,89,3,1,20,3.912023005428146
0,-73.96555,40.76102,365,30,2,126,4.465908118654584
0,-73.91879,40.70338,7,15,3,28,3.912023005428146
1,-73.97451,40.68531,41,1,152,80,4.31748811353631
1,-73.94823,40.7839,3,2,36,199,4.74493212836325
0,-73.92726,40.86725,16,1,0,102,5.0106352940962555
0,-73.95486,40.71452,0,1,1,212,5.594711379601839
1,-73.94805,40.69363,365,3,33,13,4.248495242049359
1,-73.97578,40.68809,334,2,5,80,5.1647859739235145
1,-73.95677,40.69228,305,2,12,13,3.8918202981106265
1,-73.95613,40.71125,0,3,31,212,4.605170185988092
0,-73.98702,40.76542,0,2,55,95,5.66988092298052
0,-73.93875,40.80622,3,2,0,61,4.74493212836325
1,-73.98011,40.64007,170,2,29,107,4.189654742026425
1,-73.93225,40.70436,0,7,2,212,4.007333185232471
1,-73.95297,40.81979,182,7,3,94,4.007333185232471
1,-74.01357,40.64737,4,2,60,188,3.8501476017100584
2,-73.98899,40.73065,311,2,57,64,4.343805421853684
0,-74.00683,40.70754,174,30,13,73,5.272999558563747
0,-74.20295,40.53076,23,14,0,156,7.1308988302963465
0,-73.92695,40.68592,155,31,1,13,4.787491742782046
1,-73.92578,40.69558,90,90,0,28,3.7376696182833684
0,-73.99724,40.72337,16,2,60,176,5.272999558563747
0,-73.97129,40.75305,0,3,14,126,5.82600010738045
1,-73.98895,40.77317,0,1,0,200,4.204692619390966
1,-73.94868,40.70803,0,3,2,212,3.8066624897703196
1,-73.97851,40.74827,0,3,0,136,4.787491742782046
1,-73.98871,40.66829,80,1,16,180,4.553876891600541
0,-73.93647,40.75541,0,1,3,116,4.787491742782046
0,-73.94549,40.61605,7,4,1,127,5.043425116919247
1,-73.9896,40.72139,0,1,10,118,4.812184355372417
0,-74.00467,40.67916,0,1,2,161,4.605170185988092
0,-73.98983,40.68077,0,2,2,85,4.8283137373023015
0,-73.8068,40.67866,350,5,44,179,4.605170185988092
1,-73.99632,40.71353,0,2,18,35,4.74493212836325
0,-73.96875,40.79939,0,1,20,200,4.976733742420574
1,-73.95716,40.73449,0,3,2,91,4.574710978503383
0,-73.84747,40.89147,173,2,0,203,5.278114659230517
0,-73.99571,40.76011,283,1,75,95,5.521460917862246
1,-73.97602,40.68662,295,4,32,80,4.499809670330265
1,-73.97111,40.69379,329,1,36,80,4.204692619390966
0,-73.97868,40.74811,365,30,1,136,5.247024072160486
0,-73.99143,40.73902,0,3,0,34,7.003065458786462
0,-73.99011,40.71777,0,4,0,118,5.783825182329737
1,-73.99253,40.76546,338,2,12,95,4.499809670330265
0,-73.98066,40.74265,145,30,16,111,6.1092475827643655
1,-73.9489,40.80797,343,5,46,94,4.31748811353631
2,-73.87015,40.72826,0,1,11,162,3.044522437723423
1,-73.90803,40.82627,0,2,0,132,4.174387269895637
0,-73.94969,40.77595,0,4,0,199,5.68697535633982
0,-73.78342,40.69121,322,2,77,104,4.867534450455582
0,-73.86268,40.71576,230,2,97,124,4.442651256490317
0,-74.00262,40.72498,184,2,19,176,5.135798437050262
0,-73.98067,40.7282,3,2,31,64,5.049856007249537
1,-74.00723,40.71002,0,3,0,73,4.584967478670572
1,-73.96117,40.65433,0,3,0,158,4.007333185232471
1,-73.94946,40.69512,0,4,5,13,3.912023005428146
1,-74.01709,40.64136,140,1,7,188,4.007333185232471
1,-73.88115,40.74792,0,1,6,68,3.7376696182833684
1,-73.95602,40.69059,90,3,20,13,4.59511985013459
0,-73.98466,40.69584,102,4,0,57,5.652489180268651
0,-73.99825,40.68886,324,30,11,43,4.762173934797756
0,-73.97238,40.67621,0,5,1,150,4.941642422609304
0,-73.99979,40.72744,0,3,2,92,5.056245805348308
0,-73.80791,40.75572,139,5,48,77,5.986452005284438
0,-74.0035,40.64962,0,5,0,188,4.442651256490317
1,-73.99125,40.64405,171,2,0,20,3.6375861597263857
0,-73.93741,40.85585,0,5,2,204,4.8283137373023015
1,-73.97726,40.76556,0,1,0,126,5.926926025970411
1,-73.94087,40.83776,279,2,43,204,4.174387269895637
0,-73.96338,40.71112,65,4,78,212,5.293304824724492
0,-73.99323,40.76376,365,30,5,95,4.382026634673881
0,-73.97837,40.67224,198,3,15,150,6.20455776256869
1,-73.76869,40.68121,177,1,22,104,4.0943445622221
0,-73.99485,40.74017,5,3,6,34,5.1647859739235145
0,-73.98496,40.72759,0,2,3,64,5.170483995038151
0,-73.96767,40.78826,296,1,19,200,6.212606095751519
1,-73.93661,40.69657,15,1,39,13,3.912023005428146
1,-73.98865,40.7289,0,3,1,64,3.970291913552122
0,-73.98602,40.75942,214,30,0,189,5.733341276897746
1,-73.96066,40.80004,334,30,0,200,4.0943445622221
1,-73.96249,40.79893,40,1,146,200,4.499809670330265
1,-73.97274,40.69402,0,1,3,80,4.007333185232471
1,-73.94006,40.79757,1,2,87,61,4.442651256490317
1,-73.83186,40.71395,0,1,2,79,3.8066624897703196
0,-73.9909,40.72121,364,1,1,118,6.684611727667927
0,-73.99004,40.58486,35,2,42,89,4.07753744390572
1,-74.09312,40.64393,71,30,1,139,3.6888794541139363
1,-73.85062,40.69546,192,1,170,215,3.6375861597263857
0,-73.98206,40.66587,89,3,70,180,5.0106352940962555
0,-73.99493,40.64032,38,18,2,20,4.553876891600541
1,-73.92777,40.73852,125,10,27,187,4.442651256490317
0,-74.00822,40.70485,42,3,0,73,6.063785208687608
1,-73.98134,40.66923,1,1,100,150,4.59511985013459
0,-73.95038,40.82458,198,1,287,94,5.0106352940962555
0,-73.987,40.73158,0,3,0,64,6.037870919922137
0,-73.94453,40.72549,0,3,0,91,4.787491742782046
1,-73.93995,40.69532,365,30,4,13,3.6375861597263857
1,-73.92742,40.68997,0,8,11,13,3.6888794541139363
1,-73.95171,40.76678,345,3,4,199,4.61512051684126
1,-73.85825,40.85589,343,5,5,131,4.442651256490317
0,-73.9725,40.62635,33,2,1,127,4.382026634673881
0,-73.99966,40.72092,40,3,58,176,5.0106352940962555
1,-73.95058,40.76108,0,2,5,167,4.248495242049359
1,-73.98458,40.71686,0,1,1,118,4.442651256490317
1,-73.91061,40.70058,150,2,43,164,3.912023005428146
2,-73.98682,40.7614,0,3,9,95,4.219507705176107
0,-73.95987,40.73292,0,2,0,91,5.521460917862246
1,-73.90377,40.85655,39,2,31,78,4.290459441148391
2,-73.98027,40.72327,42,7,0,64,3.6888794541139363
1,-73.98258,40.64345,0,1,0,107,3.5553480614894135
0,-73.9688,40.67925,0,14,2,157,5.298317366548036
0,-73.98469,40.73032,364,3,9,64,6.620073206530356
0,-73.97936,40.74008,26,3,58,111,4.700480365792417
0,-73.94709,40.81757,174,3,33,94,5.393627546352362
0,-74.00309,40.74272,5,3,17,34,5.298317366548036
0,-73.9564,40.68736,6,1,9,13,5.075173815233827
0,-74.00601,40.73632,0,14,4,207,5.062595033026967
0,-73.94779,40.77716,358,2,11,199,5.521460917862246
1,-73.98176,40.73517,0,2,3,86,4.787491742782046
0,-73.94997,40.78535,0,1,0,199,5.3471075307174685
0,-73.99028,40.72082,0,1,2,118,5.703782474656201
1,-73.91304,40.70316,0,2,0,28,4.787491742782046
0,-73.98585,40.73287,0,1,1,86,5.19295685089021
1,-74.00018,40.75943,5,3,6,95,4.59511985013459
1,-73.94859,40.77473,240,2,11,199,4.23410650459726
1,-73.94615,40.77557,174,30,0,199,4.127134385045092
0,-73.9639,40.71162,0,5,13,212,4.8283137373023015
1,-73.91154,40.70119,0,2,2,28,3.8066624897703196
0,-73.98242,40.77397,267,2,155,200,5.700443573390687
1,-73.93324,40.75386,300,1,104,116,4.060443010546419
1,-73.98553,40.71795,0,1,1,118,4.248495242049359
1,-73.98873,40.62317,179,3,0,20,3.6635616461296463
1,-73.97059,40.79622,197,1,113,200,4.6913478822291435
0,-73.94295,40.68616,3,3,32,13,5.075173815233827
1,-73.9394,40.75233,263,1,23,116,4.007333185232471
1,-73.95899,40.60059,0,1,3,173,4.9344739331306915
1,-73.93804,40.85152,0,2,8,204,3.8066624897703196
1,-73.90649,40.70286,291,3,62,164,4.2626798770413155
1,-73.83727,40.6904,310,2,114,149,4.248495242049359
1,-73.94927,40.82557,358,7,2,94,3.912023005428146
0,-73.95503,40.77477,0,1,0,199,6.907755278982137
1,-73.99475,40.75887,0,4,10,95,4.653960350157523
0,-73.99883,40.75347,337,1,0,34,5.3471075307174685
2,-73.99107,40.76449,349,1,14,95,4.0943445622221
0,-73.98629,40.72921,5,3,5,64,4.553876891600541
0,-74.01067,40.70428,0,2,3,73,4.844187086458591
0,-73.96165,40.68313,365,1,54,41,4.653960350157523
1,-73.94415,40.70844,345,2,20,212,4.248495242049359
0,-73.96024,40.71444,0,3,8,212,4.584967478670572
1,-73.96621,40.80048,0,1,2,200,3.784189633918261
0,-73.94788,40.6725,28,4,46,51,4.867534450455582
1,-73.89035,40.74125,17,2,2,68,3.8501476017100584
1,-73.91051,40.70348,0,2,1,164,3.6888794541139363
0,-73.96229,40.71446,179,3,0,212,5.298317366548036
2,-73.95563,40.69254,362,2,10,13,3.6109179126442243
0,-73.92321,40.69982,360,30,0,28,5.135798437050262
1,-73.95473,40.7317,0,2,8,91,4.605170185988092
0,-74.08323,40.64553,204,3,105,184,5.272999558563747
0,-73.98928,40.75966,115,30,0,95,4.948759890378168
1,-73.96312,40.81065,329,2,52,129,4.442651256490317
1,-73.91362,40.75698,71,3,8,4,4.174387269895637
0,-73.94923,40.79462,159,3,150,61,5.517452896464707
0,-73.97565,40.74877,364,30,1,136,5.1647859739235145
1,-73.9173,40.76564,0,5,0,4,4.59511985013459
1,-73.94726,40.78072,95,4,5,199,4.90527477843843
1,-73.93007,40.67145,0,5,6,51,4.007333185232471
2,-73.95668,40.69425,365,1,15,13,3.58351893845611
2,-73.95696,40.69385,365,1,18,13,3.58351893845611
1,-73.94783,40.78986,319,14,0,61,4.174387269895637
1,-73.88876,40.66725,37,1,56,63,3.6888794541139363
1,-73.93443,40.77705,51,1,68,4,4.23410650459726
